complex_id	tier	parent_pdb	weight
108D__TOT__laC__aaA__rs9__m1__alt.	eligible_core	108D	1.4430618006901623
110D__DM1__laB__aaA__rs7__m1__alt.	eligible_diversity	110D	2.2796193663076476
11YY__MLA__laI__aaB__rs801__m1__alt.	eligible_diversity	11YY	2.2796193663076476
12CI__LDP__laN__aaA__rs112__m1__alt.	eligible_core	12CI	1.4430618006901623
151D__DM2__laB__aaA__rs7__m1__alt.	eligible_diversity	151D	2.2796193663076476
152D__DM1__laB__aaA__rs7__m1__alt.	eligible_diversity	152D	2.2796193663076476
198D__DM5__laE__aaA__rs25__m1__alt.	eligible_core	198D	0.36076545017254058
198D__DM5__laG__aaB__rs26__m1__alt.	eligible_core	198D	0.36076545017254058
198D__DM5__laH__aaD__rs27__m1__alt.	eligible_core	198D	0.36076545017254058
198D__DM5__laI__aaD__rs28__m1__alt.	eligible_core	198D	0.36076545017254058
1AL9__BDA__laC__aaA__rs17__m1__alt.	eligible_core	1AL9	1.4430618006901623
1AW4__AMP__laB__aaA__rs28__m1__alt.	eligible_core	1AW4	0.72153090034508116
1AW4__AMP__laC__aaA__rs29__m1__alt.	eligible_core	1AW4	0.72153090034508116
1CX3__NF__laC__aaA__rs7__m1__alt.	eligible_core	1CX3	1.4430618006901623
1D10__DM1__laB__aaA__rs7__m1__alt.	eligible_diversity	1D10	2.2796193663076476
1D12__DM2__laB__aaA__rs7__m1__alt.	eligible_diversity	1D12	2.2796193663076476
1D15__DM6__laB__aaA__rs7__m1__alt.	eligible_diversity	1D15	2.2796193663076476
1D37__DM4__laB__aaA__rs7__m1__alt.	eligible_diversity	1D37	2.2796193663076476
1D38__DM5__laB__aaA__rs7__m1__alt.	eligible_diversity	1D38	2.2796193663076476
1DA0__DM1__laB__aaA__rs7__m1__alt.	eligible_diversity	1DA0	2.2796193663076476
1G5L__BLB__laG__aaC__rs1__m1__alt.	eligible_core	1G5L	1.4430618006901623
1GJ2__BLB__laG__aaC__rs1__m1__alt.	eligible_core	1GJ2	1.4430618006901623
1I5V__PPZ__laC__aaA__rs7__m1__alt.	eligible_diversity	1I5V	1.1398096831538238
1I5V__PPZ__laD__aaB__rs7__m1__alt.	eligible_diversity	1I5V	1.1398096831538238
1IMS__DM7__laB__aaA__rs7__m1__alt.	eligible_diversity	1IMS	2.2796193663076476
1JO2__DM1__laB__aaA__rs7__m1__alt.	eligible_diversity	1JO2	2.2796193663076476
1K9G__DR1__laB__aaA__rs7__m1__alt.	eligible_diversity	1K9G	1.1398096831538238
1K9G__DR1__laC__aaA__rs8__m1__alt.	eligible_diversity	1K9G	1.1398096831538238
1LEJ__P11__laC__aaA__rs27__m1__alt.	eligible_core	1LEJ	1.4430618006901623
1N37__RSD__laC__aaB__rs17__m1__alt.	eligible_core	1N37	1.4430618006901623
1NAB__44D__laC__aaA__rs41__m1__alt.	eligible_core	1NAB	0.72153090034508116
1NAB__44D__laD__aaB__rs40__m1__alt.	eligible_core	1NAB	0.72153090034508116
1P20__DM2__laB__aaA__rs7__m1__alt.	eligible_diversity	1P20	2.2796193663076476
1QCH__NGM__laC__aaA__rs13__m1__alt.	eligible_core	1QCH	1.4430618006901623
1QSX__HT__laJ__aaB__rs25__m1__alt.	eligible_core	1QSX	0.72153090034508116
1QSX__HT__laK__aaB__rs26__m1__alt.	eligible_core	1QSX	0.72153090034508116
1R68__MAR__laB__aaA__rs7__m1__alt.	eligible_diversity	1R68	2.2796193663076476
1RMX__AIK__laC__aaA__rs11__m1__alt.	eligible_core	1RMX	0.72153090034508116
1RMX__AIK__laD__aaB__rs2__m1__alt.	eligible_core	1RMX	0.72153090034508116
1X26__NAZ__laC__aaA__rs25__m1__alt.	eligible_core	1X26	0.72153090034508116
1X26__NAZ__laD__aaB__rs24__m1__alt.	eligible_core	1X26	0.72153090034508116
1X95__XR2__laC__aaA__rs21__m1__alt.	eligible_core	1X95	1.4430618006901623
1Z3F__EL__laC__aaA__rs41__m1__alt.	eligible_diversity	1Z3F	1.1398096831538238
1Z3F__EL__laE__aaB__rs42__m1__alt.	eligible_diversity	1Z3F	1.1398096831538238
1ZTT__NT__laD__aaG__rs301__m1__alt.	eligible_core	1ZTT	1.4430618006901623
203D__PSO__laC__aaA__rs9__m1__alt.	eligible_core	203D	1.4430618006901623
204D__PSO__laC__aaB__rs1__m1__alt.	eligible_core	204D	1.4430618006901623
21CC__PP9__laC__aaB__rs101__m1__alt.	eligible_core	21CC	1.4430618006901623
224D__NGM__laC__aaA__rs14__m1__altA	eligible_core	224D	0.72153090034508116
224D__NGM__laD__aaB__rs13__m1__alt.	eligible_core	224D	0.72153090034508116
234D__DMM__laB__aaA__rs7__m1__alt.	eligible_diversity	234D	2.2796193663076476
235D__DMM__laB__aaA__rs7__m1__altA	eligible_diversity	235D	2.2796193663076476
236D__CMD__laB__aaA__rs7__m1__alt.	eligible_diversity	236D	2.2796193663076476
245D__NGM__laC__aaA__rs14__m1__altA	eligible_core	245D	0.72153090034508116
245D__NGM__laD__aaB__rs13__m1__alt.	eligible_core	245D	0.72153090034508116
24QP__DNH__laZ__aaN__rs101__m1__alt.	eligible_core	24QP	1.4430618006901623
24QR__DNH__laU__aaN__rs101__m1__alt.	eligible_core	24QR	1.4430618006901623
276D__DM8__laB__aaA__rs7__m1__alt.	eligible_diversity	276D	2.2796193663076476
278D__DM8__laB__aaA__rs7__m1__alt.	eligible_diversity	278D	2.2796193663076476
